file_name	object_url	uploaded_at
kakao_press.csv	https://kr.object.ncloudstorage.com/ilhaeng-artifacts-dev/prod/all/kakao/20250826-093810/f0fbf2d8-78d2-44c6-9ab9-93158c843657-kakao_press.csv	2025-08-26T09:39:03Z
kakao_press.tsv	https://kr.object.ncloudstorage.com/ilhaeng-artifacts-dev/prod/all/kakao/20250826-093810/7d1dcbeb-1ee3-4e8c-acbf-1a5e108a82d1-kakao_press.tsv	2025-08-26T09:39:03Z
