file_name	object_url	uploaded_at
naver_official.csv	https://kr.object.ncloudstorage.com/ilhaeng-artifacts-dev/prod/all/naver/20250826-093810/2b5bd29f-c849-4b88-8b80-ad26a52d1181-naver_official.csv	2025-08-26T09:38:49Z
naver_official.tsv	https://kr.object.ncloudstorage.com/ilhaeng-artifacts-dev/prod/all/naver/20250826-093810/a8d8cb36-0472-4ebe-b139-14d26adb72e2-naver_official.tsv	2025-08-26T09:38:49Z
